Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,ponderal_index,mass_index,surface_area,lean_body_mass,basal_metabolic_rate,estimated_energy_requirements
Arnaldo Lus Isaas Abrantes,M,25.0,183.0,72.0,Portugal,POR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 200 metres,,11.748413597026476,21.49959688255845,1.9320113555938376,58.965,1803.299,3106.5876
Arnaldo Joaquim Castro Abrantes,M,26.0,174.0,68.0,Portugal,POR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,,12.908065718759065,22.460034350640772,1.8179453206415095,54.934,1696.522,2954.3064000000004
Mohamed Abu Abdullah,M,27.0,173.0,74.0,Bangladesh,BAN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,,14.292013256035432,24.725182932941294,1.8766065564138752,57.108999999999995,1767.269,3080.6611999999996
Nagmeldin Ali Abubakr,M,18.0,172.0,63.0,Sudan,SUD,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,,12.380985322047117,21.29529475392104,1.7451958885869387,52.364999999999995,1671.766,2902.0204000000003
Nagmeldin Ali Abubakr,M,22.0,172.0,63.0,Sudan,SUD,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres,,12.380985322047117,21.29529475392104,1.7451958885869387,52.364999999999995,1644.766,2863.9004
Mohammed Abukhousa,M,23.0,170.0,67.0,Palestine,PLE,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,,13.63728882556483,23.18339100346021,1.776329722893009,53.45899999999999,1683.01,2937.7656
E. Doan Acarbay,M,21.0,,,Turkey,TUR,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 400 metres,,,,,,,
E. Doan Acarbay,M,21.0,,,Turkey,TUR,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,
E. Doan Acarbay,M,25.0,,,Turkey,TUR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 400 metres,,,,,,,
E. Doan Acarbay,M,25.0,,,Turkey,TUR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,
Raidel Acea Morales,M,21.0,,,Cuba,CUB,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,
Marco Acerbi,M,23.0,190.0,74.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,,10.78874471497303,20.498614958448755,2.008566269800717,61.647999999999996,1879.3200000000002,3210.5132000000003
Fernando Acevedo Portugues,M,22.0,175.0,65.0,Peru,PER,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 200 metres,,12.128279883381925,21.224489795918366,1.7908412344206386,53.980000000000004,1687.275,2927.1820000000002
Fernando Acevedo Portugues,M,26.0,175.0,65.0,Peru,PER,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres,,12.128279883381925,21.224489795918366,1.7908412344206386,53.980000000000004,1660.275,2889.0620000000004
Jos Eduardo Acevedo Herrera,M,22.0,179.0,65.0,Venezuela,VEN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 200 metres,,11.333244643429097,20.286507911738084,1.8204256565299581,55.04799999999999,1707.287,2948.766
Georg Ackermann,M,24.0,191.0,75.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Long Jump,,10.76368951147345,20.558646966914285,2.0277600001499283,62.32199999999999,1891.3229999999999,3229.926
Urban Acman,M,24.0,180.0,83.0,Slovenia,SLO,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,,14.2318244170096,25.61728395061728,2.0279025396994173,62.641000000000005,1946.29,3358.9444000000003
Mariano Acosta,M,22.0,,,Argentina,ARG,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,,,,,,,
Mariano Acosta,M,22.0,,,Argentina,ARG,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,
George Wilson Acquaah,M,26.0,,,Ghana,GHA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,,,,,,,
George Wilson Acquaah,M,26.0,,,Ghana,GHA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,
Herman Adam Negrete,M,23.0,180.0,71.0,Mexico,MEX,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,,12.17421124828532,21.91358024691358,1.8976830917162073,57.75699999999999,1788.04,3085.9128
Idrissa Adam,M,27.0,178.0,79.0,Cameroon,CMR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,,14.007708140357943,24.933720489837143,1.969755578604529,60.479,1861.034,3225.3752000000004
Joseph Adam,M,27.0,172.0,70.0,Seychelles,SEY,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,,13.756650357830129,23.661438615467823,1.825118699202838,55.214,1707.266,2981.078
Marcus Adam,M,24.0,182.0,82.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,,13.601903470276854,24.755464315903875,2.033709733541002,62.76799999999999,1942.5460000000003,3346.1896
Marcus Adam,M,24.0,182.0,82.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 200 metres,,13.601903470276854,24.755464315903875,2.033709733541002,62.76799999999999,1942.5460000000003,3346.1896
Marcus Adam,M,24.0,182.0,82.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,,13.601903470276854,24.755464315903875,2.033709733541002,62.76799999999999,1942.5460000000003,3346.1896
Edward Adamczyk,M,26.0,190.0,83.0,Poland,POL,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Long Jump,,12.100889342469749,22.991689750692522,2.10897229034956,65.31099999999999,1982.8200000000002,3393.8444
Zoltn Adamik,M,23.0,175.0,71.0,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 400 metres,,13.247813411078717,23.183673469387756,1.859318143232723,56.422,1763.025,3058.9328
Zoltn Adamik,M,23.0,175.0,71.0,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 400 metres Relay,,13.247813411078717,23.183673469387756,1.859318143232723,56.422,1763.025,3058.9328
Antoine Xavier Adams,M,23.0,180.0,79.0,Saint Kitts and Nevis,SKN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,,13.545953360768173,24.382716049382715,1.9857766681672113,61.01299999999999,1898.04,3274.2872
Antoine Xavier Adams,M,23.0,180.0,79.0,Saint Kitts and Nevis,SKN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 200 metres,,13.545953360768173,24.382716049382715,1.9857766681672113,61.01299999999999,1898.04,3274.2872
Antoine Xavier Adams,M,23.0,180.0,79.0,Saint Kitts and Nevis,SKN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,,13.545953360768173,24.382716049382715,1.9857766681672113,61.01299999999999,1898.04,3274.2872
Antoine Xavier Adams,M,27.0,180.0,79.0,Saint Kitts and Nevis,SKN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,,13.545953360768173,24.382716049382715,1.9857766681672113,61.01299999999999,1871.04,3236.1672000000003
Antoine Xavier Adams,M,27.0,180.0,79.0,Saint Kitts and Nevis,SKN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,,13.545953360768173,24.382716049382715,1.9857766681672113,61.01299999999999,1871.04,3236.1672000000003
Antoine Xavier Adams,M,27.0,180.0,79.0,Saint Kitts and Nevis,SKN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,,13.545953360768173,24.382716049382715,1.9857766681672113,61.01299999999999,1871.04,3236.1672000000003
"Francis ""Frank"" Adams",M,22.0,169.0,68.0,Trinidad and Tobago,TTO,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,,14.08798235024423,23.80869017191275,1.7799199565042194,53.599000000000004,1698.507,2965.4464000000003
"Francis ""Frank"" Adams",M,26.0,169.0,68.0,Trinidad and Tobago,TTO,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,,14.08798235024423,23.80869017191275,1.7799199565042194,53.599000000000004,1671.507,2927.3264
Ralph Andrew Adams,M,20.0,170.0,56.0,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,,11.398330958681052,19.377162629757787,1.6459691957056584,48.982,1552.01,2707.3408000000004
Ralph Andrew Adams,M,20.0,170.0,56.0,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 200 metres,,11.398330958681052,19.377162629757787,1.6459691957056584,48.982,1552.01,2707.3408000000004
Ralph Andrew Adams,M,20.0,170.0,56.0,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 100 metres Relay,,11.398330958681052,19.377162629757787,1.6459691957056584,48.982,1552.01,2707.3408000000004
Ebenezer Charles O. Addy,M,23.0,178.0,70.0,Ghana,GHA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,,12.41189328892476,22.093170054286073,1.8710590432526395,56.816,1764.284,3051.5740000000005
James Aryee Addy,M,20.0,183.0,75.0,Ghana,GHA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,,12.237930830235912,22.395413419331717,1.9658229487461962,60.18599999999999,1878.299,3224.8779999999997
James Aryee Addy,M,24.0,183.0,75.0,Ghana,GHA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres,,12.237930830235912,22.395413419331717,1.9658229487461962,60.18599999999999,1851.299,3186.758
James Aryee Addy,M,24.0,183.0,75.0,Ghana,GHA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,,12.237930830235912,22.395413419331717,1.9658229487461962,60.18599999999999,1851.299,3186.758
James Aryee Addy,M,28.0,183.0,75.0,Ghana,GHA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 200 metres,,12.237930830235912,22.395413419331717,1.9658229487461962,60.18599999999999,1824.299,3148.638
James Aryee Addy,M,28.0,183.0,75.0,Ghana,GHA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,,12.237930830235912,22.395413419331717,1.9658229487461962,60.18599999999999,1824.299,3148.638
James Aryee Addy,M,32.0,183.0,75.0,Ghana,GHA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 200 metres,,12.237930830235912,22.395413419331717,1.9658229487461962,60.18599999999999,1797.299,3110.518
James Aryee Addy,M,32.0,183.0,75.0,Ghana,GHA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,,12.237930830235912,22.395413419331717,1.9658229487461962,60.18599999999999,1797.299,3110.518
Adegboyega Folaranmi Adedoyin,M,25.0,,,Great Britain,GBR,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Long Jump,,,,,,,
Lawrence Adegbeingbe,M,27.0,181.0,66.0,Nigeria,NGR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,,11.130334360303426,20.1459051921492,1.8470959796870097,55.989000000000004,1697.2930000000001,2935.4548
"Stephen Adebisi Gbadegesin ""Steve"" Adegbite",M,24.0,186.0,77.0,Nigeria,NGR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 110 metres Hurdles,,11.966079738225687,22.25690831309978,2.0115080104927436,61.801,1893.808,3250.0396
Andr Adelheim,M,22.0,177.0,70.0,France,FRA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 400 metres Hurdles,,12.62345513705195,22.34351559258195,1.8634322556783458,56.54899999999999,1766.031,3055.708
Andr Adelheim,M,26.0,177.0,70.0,France,FRA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 400 metres Hurdles,,12.62345513705195,22.34351559258195,1.8634322556783458,56.54899999999999,1739.031,3017.588
Olapade Charles Adeniken,M,19.0,186.0,78.0,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,12.121483371189656,22.54595907041276,2.022569316009264,62.208,1941.308,3321.2364
Olapade Charles Adeniken,M,19.0,186.0,78.0,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,,12.121483371189656,22.54595907041276,2.022569316009264,62.208,1941.308,3321.2364
Olapade Charles Adeniken,M,19.0,186.0,78.0,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,,12.121483371189656,22.54595907041276,2.022569316009264,62.208,1941.308,3321.2364
Olapade Charles Adeniken,M,22.0,186.0,78.0,Nigeria,NGR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,,12.121483371189656,22.54595907041276,2.022569316009264,62.208,1921.058,3292.6464
Olapade Charles Adeniken,M,22.0,186.0,78.0,Nigeria,NGR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 200 metres,,12.121483371189656,22.54595907041276,2.022569316009264,62.208,1921.058,3292.6464
Olapade Charles Adeniken,M,22.0,186.0,78.0,Nigeria,NGR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,12.121483371189656,22.54595907041276,2.022569316009264,62.208,1921.058,3292.6464
Olapade Charles Adeniken,M,26.0,186.0,78.0,Nigeria,NGR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,,12.121483371189656,22.54595907041276,2.022569316009264,62.208,1894.058,3254.5263999999997
Isiaq Adeyanju,M,24.0,162.0,65.0,Nigeria,NGR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,,15.288620938166229,24.76756591982929,1.6933739938783627,50.509,1608.7359999999999,2837.974
Isiaq Adeyanju,M,28.0,162.0,65.0,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,15.288620938166229,24.76756591982929,1.6933739938783627,50.509,1581.7359999999999,2799.8540000000003
Isiaq Adeyanju,M,28.0,162.0,65.0,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,,15.288620938166229,24.76756591982929,1.6933739938783627,50.509,1581.7359999999999,2799.8540000000003
Isiaq Adeyanju,M,28.0,162.0,65.0,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,,15.288620938166229,24.76756591982929,1.6933739938783627,50.509,1581.7359999999999,2799.8540000000003
Hammed Adio,M,21.0,185.0,63.0,Nigeria,NGR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,,9.950052316743331,18.407596785975162,1.8398633156999435,55.836,1716.555,2943.5784000000003
Hammed Adio,M,21.0,185.0,63.0,Nigeria,NGR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 200 metres,,9.950052316743331,18.407596785975162,1.8398633156999435,55.836,1716.555,2943.5784000000003
Hammed Adio,M,21.0,185.0,63.0,Nigeria,NGR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,,9.950052316743331,18.407596785975162,1.8398633156999435,55.836,1716.555,2943.5784000000003
Derrick Ralph Adkins,M,26.0,188.0,80.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres Hurdles,Gold,12.039721449004558,22.634676324128566,2.060364264931289,63.556,1931.5640000000003,3312.412
Gadi Ado,M,20.0,173.0,61.0,Uganda,UGA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,,11.781254170515695,20.381569714992146,1.7286812771665965,51.818,1635.769,2841.2628000000004
Gadi Ado,M,20.0,173.0,61.0,Uganda,UGA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 100 metres Relay,,11.781254170515695,20.381569714992146,1.7286812771665965,51.818,1635.769,2841.2628000000004
Christopher Silas Adolf,M,24.0,168.0,59.0,Palau,PLW,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,,12.442973221034448,20.904195011337873,1.6685055586766804,49.669,1556.254,2729.0692
Daniel Adomako,M,20.0,170.0,69.0,Ghana,GHA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,,14.044372074089154,23.87543252595156,1.798674821220423,54.272999999999996,1730.76,3013.4492
Martin Natchaba Adouna,M,28.0,167.0,68.0,Togo,TOG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Long Jump,,14.60022334047528,24.38237297859371,1.7646234780072307,53.065,1648.001,2897.4744
Lon Joseph Aelter (-Freddy),M,22.0,,,Belgium,BEL,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,,,,,,,
Lon Joseph Aelter (-Freddy),M,22.0,,,Belgium,BEL,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 200 metres,,,,,,,
Muhammad Afzal,M,21.0,184.0,69.0,Pakistan,PAK,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,11.076323251417769,20.380434782608695,1.9048909078875107,58.010999999999996,1794.0520000000001,3079.4632
Muhammad Afzal,M,21.0,184.0,69.0,Pakistan,PAK,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,,11.076323251417769,20.380434782608695,1.9048909078875107,58.010999999999996,1794.0520000000001,3079.4632
Muhammad Afzal,M,21.0,184.0,69.0,Pakistan,PAK,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,,11.076323251417769,20.380434782608695,1.9048909078875107,58.010999999999996,1794.0520000000001,3079.4632
Gladstone Agbamu,M,27.0,179.0,74.0,Nigeria,NGR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres Hurdles,,12.90246313251928,23.095409007209515,1.9235711374501328,58.711,1797.287,3113.0371999999998
Pedro Emanuel Costa Agostinho,M,23.0,174.0,64.0,Portugal,POR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,12.14876773530265,21.13885585942661,1.7717033959125974,53.306,1661.772,2888.7092000000002
Pedro Emanuel Costa Agostinho,M,23.0,174.0,64.0,Portugal,POR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,,12.14876773530265,21.13885585942661,1.7717033959125974,53.306,1661.772,2888.7092000000002
Pedro Emanuel Costa Agostinho,M,27.0,174.0,64.0,Portugal,POR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,,12.14876773530265,21.13885585942661,1.7717033959125974,53.306,1634.772,2850.5892000000003
"Michael George Raymond ""Mike"" Agostini",M,21.0,171.0,66.0,Trinidad and Tobago,TTO,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,,13.199442983506097,22.571047501795427,1.7725344159372811,53.319,1687.763,2938.6748
"Michael George Raymond ""Mike"" Agostini",M,21.0,171.0,66.0,Trinidad and Tobago,TTO,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 200 metres,,13.199442983506097,22.571047501795427,1.7725344159372811,53.319,1687.763,2938.6748
Eric Agueh,M,24.0,180.0,72.0,Benin,BEN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,,12.345679012345677,22.22222222222222,1.908996801953057,58.164,1795.04,3099.9296000000004
Eric Agueh,M,24.0,180.0,72.0,Benin,BEN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,,12.345679012345677,22.22222222222222,1.908996801953057,58.164,1795.04,3099.9296000000004
Alberto Martn Aguilar Surez,M,27.0,194.0,80.0,Venezuela,VEN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,,10.956826815299674,21.25624402168137,2.1078311694438936,65.158,1954.8319999999999,3335.258
Florencio Aguilar Mejia,M,24.0,168.0,62.0,Panama,PAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 200 metres,,13.075666774646368,21.9671201814059,1.7040487731349643,50.89,1597.504,2799.7096
Florencio Aguilar Mejia,M,32.0,168.0,62.0,Panama,PAN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,,13.075666774646368,21.9671201814059,1.7040487731349643,50.89,1543.504,2723.4696
Mariano I. Aguilar,M,,,,Mexico,MEX,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,,,,,,,
Mariano I. Aguilar,M,,,,Mexico,MEX,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 200 metres,,,,,,,
Michael Aguilar,M,24.0,178.0,77.0,Belize,BIZ,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres Hurdles,,13.653082617817237,24.302487059714682,1.948405664624849,59.665000000000006,1853.784,3206.8716000000004
Jorge Luis Aguilera Ruiz,M,26.0,172.0,64.0,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,12.577508898587547,21.63331530557058,1.7569157519906469,52.77199999999999,1631.516,2849.3272
Gustavo Hernando Aguirre,M,23.0,185.0,75.0,Argentina,ARG,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,,11.845300377075395,21.913805697589478,1.9813758427117765,60.72,1868.055,3207.0800000000004
Jorge S. Aguirre Martin,M,,,,Mexico,MEX,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Long Jump,,,,,,,
Albert Agyemang,M,18.0,169.0,70.0,Ghana,GHA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 200 metres,,14.502334772310236,24.508945765204302,1.8019836721912943,54.413,1753.007,3050.66
Albert Agyemang,M,18.0,169.0,70.0,Ghana,GHA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,,14.502334772310236,24.508945765204302,1.8019836721912943,54.413,1753.007,3050.66
Albert Agyemang,M,22.0,169.0,70.0,Ghana,GHA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 200 metres,,14.502334772310236,24.508945765204302,1.8019836721912943,54.413,1726.007,3012.54
"Timothy Joseph ""Tim"" Ahearne",M,22.0,170.0,57.0,Great Britain,GBR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,,11.601872582943214,19.723183391003463,1.6583973889664347,49.388999999999996,1552.26,2711.8276
"Timothy Joseph ""Tim"" Ahearne",M,22.0,170.0,57.0,Great Britain,GBR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Long Jump,,11.601872582943214,19.723183391003463,1.6583973889664347,49.388999999999996,1552.26,2711.8276
"Michael Kofi ""Mike"" Ahey",M,24.0,196.0,72.0,Ghana,GHA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,,9.562342221353349,18.74219075385256,2.030571500031949,62.43599999999999,1875.088,3186.2656
"Michael Kofi ""Mike"" Ahey",M,24.0,196.0,72.0,Ghana,GHA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,,9.562342221353349,18.74219075385256,2.030571500031949,62.43599999999999,1875.088,3186.2656
"Michael Kofi ""Mike"" Ahey",M,24.0,196.0,72.0,Ghana,GHA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Long Jump,,9.562342221353349,18.74219075385256,2.030571500031949,62.43599999999999,1875.088,3186.2656
"Michael Kofi ""Mike"" Ahey",M,28.0,196.0,72.0,Ghana,GHA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,,9.562342221353349,18.74219075385256,2.030571500031949,62.43599999999999,1848.088,3148.1456
"Michael Kofi ""Mike"" Ahey",M,28.0,196.0,72.0,Ghana,GHA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,,9.562342221353349,18.74219075385256,2.030571500031949,62.43599999999999,1848.088,3148.1456
"Michael Kofi ""Mike"" Ahey",M,28.0,196.0,72.0,Ghana,GHA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Long Jump,,9.562342221353349,18.74219075385256,2.030571500031949,62.43599999999999,1848.088,3148.1456
"Michael Kofi ""Mike"" Ahey",M,32.0,196.0,72.0,Ghana,GHA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Long Jump,,9.562342221353349,18.74219075385256,2.030571500031949,62.43599999999999,1821.088,3110.0256
Toivo Eemil Ahjopalo (Andelin-),M,23.0,174.0,69.0,Finland,FIN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,,13.097890214623169,22.79032897344431,1.8292598077699114,55.340999999999994,1730.522,3006.4432
Toivo Eemil Ahjopalo (Andelin-),M,23.0,174.0,69.0,Finland,FIN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 100 metres Relay,,13.097890214623169,22.79032897344431,1.8292598077699114,55.340999999999994,1730.522,3006.4432
Bashir Ahmad,M,21.0,175.0,65.0,Pakistan,PAK,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,,12.128279883381925,21.224489795918366,1.7908412344206386,53.980000000000004,1694.025,2936.7120000000004
Maqsood Ahmad,M,23.0,178.0,60.0,Pakistan,PAK,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 200 metres,,10.638765676221222,18.93700290367378,1.752407514248271,52.745999999999995,1626.784,2816.1059999999998
Ramli Ahmad,M,19.0,175.0,67.0,Malaysia,MAS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,,12.501457725947521,21.877551020408163,1.8140560437799143,54.794,1735.025,3002.8656
Ramli Ahmad,M,19.0,175.0,67.0,Malaysia,MAS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 200 metres,,12.501457725947521,21.877551020408163,1.8140560437799143,54.794,1735.025,3002.8656
Abdullah Ali Ahmed,M,26.0,181.0,73.0,Libya,LBA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,,12.310824368214394,22.282592106468055,1.9279488430981626,58.83800000000001,1800.2930000000001,3109.8124000000003
Abdullah Ali Ahmed,M,26.0,181.0,73.0,Libya,LBA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,,12.310824368214394,22.282592106468055,1.9279488430981626,58.83800000000001,1800.2930000000001,3109.8124000000003
Azneem Ahmed,M,23.0,169.0,65.0,Maldives,MDV,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,,13.46645371714522,22.758306781975424,1.7461130617441256,52.378,1650.507,2885.276
Ehab Fuad Ahmed Nagi,M,20.0,175.0,65.0,South Yemen,YMD,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,12.128279883381925,21.224489795918366,1.7908412344206386,53.980000000000004,1700.775,2946.242
Masbah Ahmmed,M,21.0,,,Bangladesh,BAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,,,,,,,
Pascal Aho,M,,,,Benin,BEN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,,,,,,,
Pascal Aho,M,,,,Benin,BEN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 200 metres,,,,,,,
