Sex,Age,Height,Weight,Team,Season,Sport,Event,total_arm_cmprox,total_leg_cmprox,hat_cmprox,total_arm_cmdist,total_leg_cmdist,hat_cmdist,total_arm_rgcm,total_leg_rgcm,hat_rgcm,total_arm_rgprox,total_leg_rgprox,hat_rgprox,total_arm_rgdist,total_leg_rgdist,hat_rgdist
M,27,180,85.0,Haiti,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,27,180,85.0,Haiti,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,30,180,85.0,Haiti,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,30,180,85.0,Haiti,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,26,198,84.0,United States,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,21,183,76.0,France,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,25,183,76.0,France,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,19,179,72.0,Jamaica,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,23,178,71.0,Australia,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,23,178,71.0,Australia,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,21,173,68.0,Hungary,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,21,173,68.0,Hungary,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,18,180,72.0,Rwanda,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,24,180,77.0,South Africa,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,24,180,77.0,South Africa,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,23,180,76.0,Kenya,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,23,180,76.0,Kenya,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,24,176,66.0,Russia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,23,185,80.0,East Germany,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,27,183,78.0,Mexico,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,21,184,77.0,Cuba,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,26,185,75.0,Germany,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,28,185,75.0,Germany,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,28,185,75.0,Germany,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,22,179,79.0,Ukraine,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,179,79.0,Ukraine,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,26,179,79.0,Ukraine,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,26,180,76.0,Georgia,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,24,174,68.0,Bahamas,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,24,174,68.0,Bahamas,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,23,185,77.0,United States,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,23,185,77.0,United States,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,22,182,73.0,United States Virgin Islands,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,30,182,73.0,United States Virgin Islands,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,173,61.0,Brazil,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,24,183,71.0,Switzerland,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,24,183,71.0,Switzerland,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,26,182,72.0,Germany,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,21,188,92.0,Great Britain,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,25,188,92.0,Great Britain,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,29,188,92.0,Great Britain,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,20,164,64.0,Kiribati,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,30,175,65.0,Uganda,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,30,175,65.0,Uganda,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,24,182,84.0,Russia,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,24,182,84.0,Russia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,28,182,84.0,Russia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,24,175,73.0,Ireland,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,28,175,73.0,Ireland,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,22,177,70.0,Australia,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,22,174,65.0,Poland,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,22,174,65.0,Poland,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,26,174,65.0,Poland,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,26,174,65.0,Poland,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,30,174,65.0,Poland,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,23,182,67.0,Portugal,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,23,164,64.0,Kuwait,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,24,157,60.0,Maldives,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,21,178,72.0,Chile,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,24,173,55.0,Malaysia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,23,184,76.0,Italy,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,23,184,76.0,Italy,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,20,178,65.0,Italy,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,25,185,68.0,Yugoslavia,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,25,185,68.0,Yugoslavia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,23,172,65.0,Kenya,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,21,165,60.0,Laos,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,33,165,60.0,Laos,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,20,181,64.0,Pakistan,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,24,165,70.0,Kuwait,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,26,183,88.0,Pakistan,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,28,162,61.0,Maldives,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,26,178,74.0,Turkey,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,25,171,69.0,Ghana,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,26,175,69.0,Senegal,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,30,173,58.0,Sri Lanka,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,22,175,82.0,Pakistan,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,22,175,82.0,Pakistan,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,25,185,76.0,Turkey,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,29,185,76.0,Turkey,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,21,180,64.0,Ethiopia,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,22,180,71.0,Liberia,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,20,191,73.0,Gambia,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,20,191,73.0,Gambia,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,24,191,73.0,Norway,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,24,191,73.0,Norway,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,28,191,73.0,Norway,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,28,191,73.0,Norway,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,32,191,73.0,Norway,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,22,175,75.0,Dominican Republic,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,19,180,69.0,France,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,23,180,69.0,France,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,20,178,66.0,Japan,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,20,178,66.0,Japan,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,25,190,77.0,Czech Republic,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,24,182,72.0,Pakistan,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,27,165,70.0,Sudan,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,27,165,70.0,Sudan,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,25,185,83.0,Lithuania,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,24,178,65.0,Russia,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,21,176,71.0,Serbia and Montenegro,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,19,179,64.0,Thailand,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,19,179,64.0,Thailand,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,20,187,76.0,Spain,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,24,187,76.0,Spain,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,28,187,76.0,Spain,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,32,187,76.0,Spain,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,36,187,76.0,Spain,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,21,183,70.0,Panama,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,25,183,70.0,Panama,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,29,183,70.0,Panama,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,26,176,73.0,Lebanon,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,25,177,72.0,Slovenia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,26,176,78.0,El Salvador,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,26,176,78.0,El Salvador,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,21,169,58.0,Botswana,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,25,185,75.0,Finland,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,25,185,75.0,Finland,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,23,190,77.0,United States,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,22,180,70.0,Great Britain,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,22,180,70.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,23,175,73.0,Algeria,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,23,175,73.0,Algeria,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,24,185,75.0,South Africa,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,20,171,60.0,Guatemala,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,20,171,60.0,Guatemala,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,22,175,70.0,Kenya,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,22,175,70.0,Kenya,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,25,175,70.0,Kenya,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,22,173,67.0,Cambodia,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,23,174,70.0,Soviet Union,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,23,174,70.0,Soviet Union,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,23,174,70.0,Soviet Union,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,19,170,56.0,Mexico,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,20,181,72.0,Spain,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,20,181,72.0,Spain,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,24,181,72.0,Spain,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,28,181,72.0,Spain,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,23,178,64.0,Dominican Republic,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,26,178,64.0,Dominican Republic,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,30,178,64.0,Dominican Republic,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,34,178,64.0,Dominican Republic,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,34,178,64.0,Dominican Republic,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,26,170,62.0,Spain,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,30,170,62.0,Spain,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,33,170,62.0,Spain,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,185,88.0,Bahamas,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,23,185,88.0,Bahamas,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,23,185,88.0,Bahamas,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,20,178,62.0,Bahamas,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,19,183,76.0,Bahamas,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,19,183,76.0,Bahamas,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,19,183,76.0,Bahamas,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,183,76.0,Bahamas,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,23,183,76.0,Bahamas,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,23,183,75.0,Bahamas,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,27,183,75.0,Bahamas,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,24,180,75.0,Finland,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,25,174,65.0,Great Britain,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,25,174,65.0,Great Britain,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,25,174,65.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,19,178,70.0,Sierra Leone,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,178,70.0,Sierra Leone,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,23,178,70.0,Sierra Leone,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,178,70.0,Sierra Leone,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,25,196,81.0,Israel,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,29,196,81.0,Israel,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,22,175,69.0,Kenya,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,175,69.0,Kenya,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,26,175,69.0,Kenya,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,26,175,69.0,Kenya,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,25,188,72.0,Kenya,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,25,188,72.0,Kenya,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,23,187,84.0,France,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,23,187,84.0,France,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,27,187,84.0,France,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,27,187,84.0,France,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,17,167,80.0,Gambia,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,21,167,80.0,Gambia,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,23,188,88.0,Burkina Faso,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,27,188,88.0,Burkina Faso,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,31,188,88.0,Burkina Faso,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,183,77.0,Dominican Republic,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,26,183,77.0,Dominican Republic,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,30,183,77.0,Dominican Republic,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,18,173,58.0,Dominican Republic,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,18,173,58.0,Dominican Republic,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,22,173,58.0,Dominican Republic,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,22,173,58.0,Dominican Republic,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,24,165,63.0,El Salvador,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,25,174,73.0,Soviet Union,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,25,174,73.0,Soviet Union,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,19,174,72.0,Italy,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,19,174,72.0,Italy,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,18,176,64.0,Mexico,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,27,189,76.0,Armenia,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,22,179,68.0,Finland,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,179,68.0,Finland,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,175,64.0,Liberia,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,24,192,82.0,Senegal,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,28,192,82.0,Senegal,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,32,192,82.0,Senegal,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,26,186,78.0,Senegal,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,30,186,78.0,Senegal,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,30,186,78.0,Senegal,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,32,165,70.0,Gambia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,36,165,70.0,Gambia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,21,184,70.0,Senegal,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,23,186,75.0,Spain,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,27,186,75.0,Spain,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,28,180,74.0,Greece,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,28,180,74.0,Greece,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,23,168,61.0,Liberia,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,26,177,77.0,France,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,24,175,62.0,Japan,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,24,175,62.0,Japan,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,25,170,61.0,India,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,29,170,61.0,India,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,24,184,75.0,Estonia,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,24,184,75.0,Estonia,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,24,183,68.0,Canada,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,24,183,68.0,Canada,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,32,183,68.0,Canada,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,32,183,68.0,Canada,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,28,175,68.0,Bahamas,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,176,76.0,Soviet Union,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,21,187,83.0,Soviet Union,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,21,187,83.0,Soviet Union,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,29,177,64.0,Romania,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,27,192,72.0,Yugoslavia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,28,177,68.0,Yugoslavia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,28,171,67.0,Cambodia,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,22,184,95.0,Soviet Union,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,184,95.0,Soviet Union,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,26,184,95.0,Unified Team,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,26,184,95.0,Unified Team,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,30,184,95.0,Kazakhstan,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,28,183,73.0,Kenya,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,23,170,58.0,Afghanistan,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,23,170,58.0,Afghanistan,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,21,188,80.0,East Germany,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,21,188,80.0,East Germany,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,25,170,71.0,Switzerland,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,27,185,70.0,Germany,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,20,191,83.0,Switzerland,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,25,176,73.0,East Germany,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,25,176,73.0,East Germany,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,29,180,68.0,East Germany,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,29,180,68.0,East Germany,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,24,183,89.0,Switzerland,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
