Sex,Age,Height,Weight,Team,Season,Sport,Event,total_arm_cmprox,total_leg_cmprox,hat_cmprox,total_arm_cmdist,total_leg_cmdist,hat_cmdist,total_arm_rgcm,total_leg_rgcm,hat_rgcm,total_arm_rgprox,total_leg_rgprox,hat_rgprox,total_arm_rgdist,total_leg_rgdist,hat_rgdist
M,20,180,70.0,Spain,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,20,180,70.0,Spain,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,24,180,70.0,Spain,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,24,180,70.0,Spain,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,20,172,70.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,20,172,70.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,24,172,70.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,24,172,70.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,24,172,70.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,28,172,70.0,Trinidad and Tobago,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,20,167,66.0,Belize,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,20,167,66.0,Belize,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,171,60.0,India,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,170,66.0,Botswana,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,170,66.0,Botswana,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,22,182,71.0,Sweden,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,23,182,75.0,South Africa,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,23,182,75.0,South Africa,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,26,168,62.0,Australia,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,26,168,62.0,Australia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,25,171,66.0,Bahrain,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,29,171,66.0,Bahrain,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,29,171,66.0,Bahrain,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,24,184,79.0,Individual Olympic Athletes,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,22,180,78.0,France,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,22,180,78.0,France,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,25,183,75.0,Poland,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,21,190,84.0,Cuba,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,25,190,84.0,Cuba,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,25,190,84.0,Cuba,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,29,190,84.0,Cuba,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,24,183,82.0,Finland,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,24,183,82.0,Finland,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,184,78.0,Finland,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,19,173,66.0,South Africa,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,23,173,66.0,South Africa,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,24,185,79.0,Haiti,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,28,185,79.0,Haiti,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,25,189,75.0,Romania,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,25,189,75.0,Romania,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,31,182,76.0,Croatia,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,31,182,76.0,Croatia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,23,194,84.0,Czech Republic,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,21,174,65.0,Poland,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,183,76.0,Germany,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,23,183,76.0,Germany,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,25,188,88.0,Canada,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,23,183,75.0,Cote d'Ivoire,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,23,183,75.0,Cote d'Ivoire,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,31,183,75.0,Cote d'Ivoire,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,31,183,75.0,Cote d'Ivoire,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,25,170,68.0,Zambia,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,27,180,75.0,Iraq,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,23,180,79.0,Israel,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,23,180,79.0,Israel,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,24,187,74.0,Ukraine,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,24,187,74.0,Ukraine,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,25,183,77.0,Germany,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,24,185,80.0,Germany,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,28,178,56.0,Zambia,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,28,178,56.0,Zambia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,24,185,80.0,Germany,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,22,173,66.0,Papua New Guinea,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,22,173,66.0,Papua New Guinea,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,23,191,84.0,Hungary,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,18,193,80.0,Greece,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,26,193,80.0,Greece,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,23,182,72.0,Soviet Union,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,24,188,79.0,Panama,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,28,188,79.0,Panama,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,21,175,65.0,Tanzania,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,25,175,65.0,Tanzania,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,25,175,65.0,Tanzania,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,25,175,65.0,Tanzania,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,24,172,67.0,Japan,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,24,172,67.0,Japan,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,24,183,77.0,Switzerland,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,28,180,73.0,Uganda,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,32,180,73.0,Uganda,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,22,172,74.0,Vanuatu,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,26,172,74.0,Vanuatu,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,20,176,68.0,Japan,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,20,178,75.0,Japan,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,24,178,75.0,Japan,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,24,178,75.0,Japan,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,28,178,75.0,Japan,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,18,175,62.0,Singapore,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,23,160,59.0,Thailand,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,24,175,72.0,Malawi,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,22,153,70.0,Federated States of Micronesia,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,20,184,80.0,Greece,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,20,184,80.0,Greece,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,26,176,69.0,Tunisia,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,24,193,92.0,Hungary,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,22,178,64.0,Bulgaria,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,178,64.0,Bulgaria,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,25,190,75.0,Yugoslavia,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,25,190,75.0,Yugoslavia,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,20,168,57.0,Indonesia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,34,172,66.0,Botswana,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,17,177,60.0,Ghana,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,25,175,75.0,Sweden,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,25,175,75.0,Sweden,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,30,183,81.0,Finland,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,28,188,75.0,Germany,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,24,183,76.5,Finland,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,28,183,76.5,Finland,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,28,183,76.5,Finland,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,27,184,69.0,Japan,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,27,184,69.0,Japan,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,31,184,69.0,Japan,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,21,180,75.0,Japan,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,21,180,75.0,Japan,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,29,175,64.0,Morocco,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,24,187,72.0,Congo (Kinshasa),Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,21,185,67.0,Japan,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,19,186,81.0,Hungary,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,20,180,73.0,Cyprus,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,20,180,73.0,Cyprus,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,24,180,73.0,Cyprus,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,28,180,73.0,Cyprus,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,24,183,76.0,Germany,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,24,183,76.0,Germany,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,22,174,65.0,Japan,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,174,65.0,Japan,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,175,69.0,Japan,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,21,175,67.0,Japan,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,25,175,67.0,Japan,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,26,180,70.0,Japan,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,23,170,62.0,Japan,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,24,183,79.0,Nigeria,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,24,183,79.0,Nigeria,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,28,186,81.0,Latvia,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,32,186,81.0,Latvia,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,25,169,64.0,Thailand,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,22,190,82.0,Ireland,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,26,190,82.0,Ireland,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,30,190,82.0,Ireland,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,21,186,75.0,New Zealand,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,24,177,70.0,Poland,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,26,178,71.0,Greece,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,18,170,72.0,Sierra Leone,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,18,170,72.0,Sierra Leone,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,22,170,72.0,Sierra Leone,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,26,196,86.0,France,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,23,176,73.0,Chile,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,20,193,77.0,United States,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,21,180,83.0,Germany,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,28,180,75.0,Great Britain,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,28,180,75.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,24,176,66.0,United States,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,20,182,72.0,United States,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,25,178,74.0,Kenya,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,25,178,74.0,Kenya,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,29,178,74.0,Kenya,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,17,172,52.0,Sierra Leone,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,17,172,52.0,Sierra Leone,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,20,170,60.0,Botswana,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,27,180,73.0,Greece,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,27,180,73.0,Greece,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,20,169,70.0,Vanuatu,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,21,178,66.0,France,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,21,178,66.0,France,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,25,178,66.0,France,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,30,183,76.0,France,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,24,188,75.0,Canada,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,23,184,81.0,Germany,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,23,184,81.0,Germany,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,22,171,66.0,Canada,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,171,66.0,Canada,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,25,171,66.0,Canada,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,25,171,66.0,Canada,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,19,180,70.0,Jamaica,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,19,180,70.0,Jamaica,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,22,180,70.0,West Indies Federation,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,26,180,70.0,Jamaica,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,22,169,62.0,Germany,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,23,167,60.0,Estonia,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,23,167,60.0,Estonia,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,23,167,60.0,Estonia,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,26,170,60.0,Kenya,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,29,170,60.0,Kenya,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,34,170,60.0,Kenya,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,28,183,80.0,Germany,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,170,59.0,Germany,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,182,72.0,Botswana,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,22,182,72.0,Botswana,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,19,180,75.0,Algeria,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,21,172,70.0,Saudi Arabia,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,171,69.0,Pakistan,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,23,171,69.0,Pakistan,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,23,171,69.0,Pakistan,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,27,171,69.0,Pakistan,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,27,171,69.0,Pakistan,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,27,171,69.0,Pakistan,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,21,182,70.0,Bahrain,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,21,169,61.0,Jamaica,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,21,169,61.0,Jamaica,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,20,170,56.0,Bangladesh,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,23,175,73.0,Lesotho,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,194,80.0,Soviet Union,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,24,171,74.0,Greece,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,27,171,60.0,Laos,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,22,179,78.0,Soviet Union,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,22,179,78.0,Soviet Union,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,171,67.0,Georgia,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,23,182,78.0,Lebanon,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,30,175,66.0,Botswana,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,24,183,74.0,Uzbekistan,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,27,188,82.0,Saudi Arabia,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,27,167,58.0,Congo (Brazzaville),Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,27,167,58.0,Congo (Brazzaville),Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,31,167,58.0,Congo (Brazzaville),Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,31,167,58.0,Congo (Brazzaville),Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,27,182,69.0,Congo (Kinshasa),Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,20,185,64.0,Kenya,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,24,173,68.0,Kenya,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,20,178,70.0,United States,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,26,184,75.0,Congo (Kinshasa),Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,30,184,75.0,Congo (Kinshasa),Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,20,185,84.0,Benin,Summer,Athletics,Athletics Men's 200 metres,,,,,,,,,,,,,,,
M,20,173,69.0,Botswana,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,26,184,79.0,Great Britain,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,23,196,85.0,Hungary,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,21,172,67.0,South Korea,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,30,180,71.0,South Korea,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,24,186,79.0,South Korea,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,24,170,62.0,South Korea,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,21,178,70.0,South Korea,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,26,178,70.0,South Korea,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,25,176,73.0,South Korea,Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,25,175,72.0,Kenya,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,27,171,61.0,Congo (Brazzaville),Summer,Athletics,Athletics Men's 100 metres,,,,,,,,,,,,,,,
M,27,173,77.0,United States,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,22,184,73.0,Germany,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,22,184,73.0,Germany,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,26,184,73.0,Germany,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,30,184,73.0,West Germany,Summer,Athletics,Athletics Men's 400 metres,,,,,,,,,,,,,,,
M,30,184,73.0,West Germany,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,,,,,,,,,,,,,,,
M,25,183,72.0,Great Britain,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
M,20,180,64.0,United States,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,,,,,,,,,,,,,,,
M,21,185,91.0,United States,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,26,185,91.0,United States,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,24,195,83.0,Ireland,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,22,183,72.0,United States,Summer,Athletics,Athletics Men's 110 metres Hurdles,,,,,,,,,,,,,,,
M,30,176,67.0,Kenya,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,34,176,67.0,Kenya,Summer,Athletics,Athletics Men's 400 metres Hurdles,,,,,,,,,,,,,,,
M,22,176,72.0,Nigeria,Summer,Athletics,Athletics Men's Long Jump,,,,,,,,,,,,,,,
